Country Name,Country Code,Series Name,Series Code,1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,2563.233,3549.656,5119.132,6585.932,..
Euro area,EMU,CO2 emissions (kt),EN.ATM.CO2E.KT,2567956.096,2637002.039,2750877.057,2496137.901,..
Europe & Central Asia,ECS,CO2 emissions (kt),EN.ATM.CO2E.KT,6775802.78453957,6557163.78278288,6866418.07528219,6703823.28491672,..
Europe & Central Asia (excluding high income),ECA,CO2 emissions (kt),EN.ATM.CO2E.KT,2935576.62400308,2693323.97299886,2881292.04656273,3014100.88508742,..
Europe & Central Asia (IDA & IBRD),TEC,CO2 emissions (kt),EN.ATM.CO2E.KT,3296902.11539644,3011827.02433982,3205989.70907232,3350142.78895668,..
European Union,EUU,CO2 emissions (kt),EN.ATM.CO2E.KT,3947855.53,3911984.936,4039746.883,3709775.555,..
Faeroe Islands,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,572.052,689.396,722.399,630.724,..
Fiji,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,762.736,843.41,1096.433,1221.111,..
Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,52713.125,52427.099,54645.634,62082.31,..
Fragile and conflict affected situations,FCS,CO2 emissions (kt),EN.ATM.CO2E.KT,240213.167873646,258540.059219799,324231.339482608,365200.491478033,..
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,349160.739,362226.26,385368.697,353033.091,..
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,429.039,568.385,821.408,858.078,..
Gabon,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,4624.087,4693.76,4888.111,4811.104,..
"Gambia, The",GMB,CO2 emissions (kt),EN.ATM.CO2E.KT,198.018,245.689,293.36,432.706,..
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,2302.876,4536.079,5067.794,6314.574,..
Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,864110.215,829977.779,797180.131,758859.981,..
Ghana,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,5276.813,6288.905,6992.969,9955.905,..
Gibraltar,GIB,CO2 emissions (kt),EN.ATM.CO2E.KT,275.025,333.697,399.703,465.709,..
Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,78781.828,91616.328,98675.303,83856.956,..
Greenland,GRL,CO2 emissions (kt),EN.ATM.CO2E.KT,502.379,531.715,608.722,663.727,..
Grenada,GRD,CO2 emissions (kt),EN.ATM.CO2E.KT,150.347,190.684,216.353,260.357,..
Guam,GUM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,7165.318,9915.568,12570.476,11664.727,..
Guinea,GIN,CO2 emissions (kt),EN.ATM.CO2E.KT,1290.784,1642.816,1826.166,2603.57,..
Guinea-Bissau,GNB,CO2 emissions (kt),EN.ATM.CO2E.KT,183.35,146.68,212.686,238.355,..
Guyana,GUY,CO2 emissions (kt),EN.ATM.CO2E.KT,1463.133,1609.813,1437.464,1719.823,..
Haiti,HTI,CO2 emissions (kt),EN.ATM.CO2E.KT,902.082,1367.791,2075.522,2126.86,..
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (kt),EN.ATM.CO2E.KT,70600.751,77062.005,100772.827,139386.337,..
High income,HIC,CO2 emissions (kt),EN.ATM.CO2E.KT,12265205.244883,13307528.3030047,13816625.3463484,13509175.7710678,..
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,3879.686,5031.124,7554.02,7975.725,..
"Hong Kong SAR, China",HKG,CO2 emissions (kt),EN.ATM.CO2E.KT,31470.194,40439.676,43871.988,40678.031,..
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,60369.821,55826.408,58019.274,50223.232,..
IBRD only,IBD,CO2 emissions (kt),EN.ATM.CO2E.KT,10014023.2333926,10510284.2712722,14066019.9130355,18258304.695,..
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,1947.177,2163.53,2229.536,1961.845,..
IDA & IBRD total,IBT,CO2 emissions (kt),EN.ATM.CO2E.KT,10448079.9567606,11049625.1146803,14707003.836192,18984137.5288725,..
IDA blend,IDB,CO2 emissions (kt),EN.ATM.CO2E.KT,274320.978242927,347978.523460128,403344.331,411125.705,..
IDA only,IDX,CO2 emissions (kt),EN.ATM.CO2E.KT,154549.695526506,186134.822581454,230570.300936133,305862.39432,..
IDA total,IDA,CO2 emissions (kt),EN.ATM.CO2E.KT,430902.342078077,536791.80161869,636860.219149542,719246.692220109,..
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,811562.105,1031853.463,1222563.132,1719690.988,..
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,224941.114,263418.945,341991.754,428760.308,..
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,272942.144,372237.17,468807.615,573031.089,..
Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,74348.425,72445.252,113522.986,112195.532,..
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,32969.997,41228.081,43538.291,40054.641,..
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,51099.645,60259.811,56952.177,68880.928,..
Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,430483.798,450564.29,473384.031,405361.181,..
Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,9178.501,10307.937,10498.621,7297.33,..
Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,1183447.243,1220527.947,1239255.316,1171624.835,..
Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,13556.899,15507.743,21059.581,21180.592,..
Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,169166.044,118099.402,177328.786,248549.26,..
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,7554.02,10417.947,8562.445,12174.44,..
Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,29.336,29.336,62.339,62.339,..
"Korea, Dem. Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,..,69661.999,75573.203,66453.374,..
"Korea, Rep.",KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,374771.067,447561.017,462922.08,566716.515,..
Kosovo,XKX,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,54821.65,53560.202,71546.837,89625.147,..
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,4528.745,4635.088,5592.175,6384.247,..
Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,348.365,938.752,1404.461,1639.149,..
Late-demographic dividend,LTE,CO2 emissions (kt),EN.ATM.CO2E.KT,6871639.3570815,6962177.35199681,9903661.61951394,13264209.8728904,..
Latin America & Caribbean,LCN,CO2 emissions (kt),EN.ATM.CO2E.KT,1140823.40560974,1357198.14407046,1526838.14233387,1732851.36795638,..
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (kt),EN.ATM.CO2E.KT,924637.717,1094933.197,1222489.792,1376371.78,..
Latin America & Caribbean (IDA & IBRD),TLA,CO2 emissions (kt),EN.ATM.CO2E.KT,1093638.746,1305253.982,1471805.455,1662397.78,..
Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,9442.525,6351.244,7506.349,8074.734,..
Least developed countries: UN classification,LDC,CO2 emissions (kt),EN.ATM.CO2E.KT,94289.8433991895,111006.762015464,159268.249337395,228634.160642386,..
Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,13578.901,15247.386,16208.14,20047.489,..
Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,1708.822,1851.835,2013.183,2277.207,..
Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,326.363,421.705,726.066,792.072,..
Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,46020.85,47113.616,52108.07,61961.299,..
Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,55.005,..
Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,16204.473,12163.439,13901.597,13468.891,..
Low & middle income,LMY,CO2 emissions (kt),EN.ATM.CO2E.KT,9975871.42854821,10590265.1454932,14210397.9593367,18430142.1704556,..
Low income,LIC,CO2 emissions (kt),EN.ATM.CO2E.KT,157077.521789453,189533.309452487,209466.69208256,237055.430262303,..
Lower middle income,LMC,CO2 emissions (kt),EN.ATM.CO2E.KT,2075525.28100792,2397151.51968773,2867368.55152603,3587695.81814404,..
Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,8316.756,8239.749,11547.383,10967.997,..
"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,1232.112,1631.815,1829.833,1408.128,..
"Macedonia, FYR",MKD,CO2 emissions (kt),EN.ATM.CO2E.KT,10839.652,12064.43,11279.692,8602.782,..
Madagascar,MDG,CO2 emissions (kt),EN.ATM.CO2E.KT,1265.115,1873.837,1741.825,1958.178,..
Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,920.417,869.079,876.413,1144.104,..
Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,121132.011,125734.096,174486.861,218476.193,..
Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,249.356,451.041,601.388,935.085,..
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,469.376,821.408,898.415,964.421,..
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2123.193,2064.521,2698.912,2559.566,..
Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,66.006,77.007,84.341,102.676,..
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,1074.431,1173.44,1587.811,2236.87,..
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,1829.833,2691.578,3296.633,3916.356,..
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,332816.92,398382.88,466361.726,464308.206,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,106.343,124.678,121.011,113.677,..
Middle East & North Africa,MEA,CO2 emissions (kt),EN.ATM.CO2E.KT,1186766.28331436,1473033.9,1833500,2271079.443,..
Middle East & North Africa (excluding high income),MNA,CO2 emissions (kt),EN.ATM.CO2E.KT,710403.334875857,872382.967,1088453.608,1281517.491,..
Middle East & North Africa (IDA & IBRD),TMN,CO2 emissions (kt),EN.ATM.CO2E.KT,710008.207,871590.895,1085710.692,1279482.306,..
Middle income,MIC,CO2 emissions (kt),EN.ATM.CO2E.KT,9812759.37772243,10400047.0699291,13998889.6159815,18189470.8695246,..
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,11191.684,3512.986,4895.445,4932.115,..
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,7920.72,7506.349,8562.445,13820.923,..
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,2057.187,2581.568,..
Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,30373.761,33905.082,45771.494,55958.42,..
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1114.768,1349.456,1822.499,2735.582,..
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,6959.966,10087.917,11598.721,12515.471,..
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,1631.815,1642.816,2310.21,3102.282,..
Nauru,NRU,CO2 emissions (kt),EN.ATM.CO2E.KT,106.343,84.341,62.339,44.004,..
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,2035.185,3069.279,3083.947,5056.793,..
Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,178634.238,173504.105,181479.83,183052.973,..
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,2075.522,2233.203,2823.59,3542.322,..
New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,27132.133,32980.998,34139.77,31781.889,..
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,2779.586,3762.342,4319.726,4536.079,..
Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,810.407,696.73,715.065,1173.44,..
Nigeria,NGA,CO2 emissions (kt),EN.ATM.CO2E.KT,35841.258,76057.247,106067.975,91517.319,..
North America,NAC,CO2 emissions (kt),EN.ATM.CO2E.KT,5601089.477,6228582.85,6347727.347,5930811.449,..
Northern Mariana Islands,MNP,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,33439.373,39673.273,42438.191,60105.797,..
OECD members,OED,CO2 emissions (kt),EN.ATM.CO2E.KT,11863122.701,12810349.138,13190840.725,12638033.141,..
Oman,OMN,CO2 emissions (kt),EN.ATM.CO2E.KT,15896.445,21895.657,29893.384,47417.977,..
Other small states,OSS,CO2 emissions (kt),EN.ATM.CO2E.KT,95540.2081590056,105260.738051773,132891.035834167,172425.086774181,..
Pacific island small states,PSS,CO2 emissions (kt),EN.ATM.CO2E.KT,1734.491,1888.505,2192.866,2427.554,..
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,84484.013,106449.343,136636.087,161395.671,..
Palau,PLW,CO2 emissions (kt),EN.ATM.CO2E.KT,234.688,249.356,260.357,253.023,..
Panama,PAN,CO2 emissions (kt),EN.ATM.CO2E.KT,2984.938,5790.193,6838.955,9163.833,..
Papua New Guinea,PNG,CO2 emissions (kt),EN.ATM.CO2E.KT,2060.854,2665.909,4385.732,4763.433,..
Paraguay,PRY,CO2 emissions (kt),EN.ATM.CO2E.KT,3964.027,3689.002,3832.015,5097.13,..
Peru,PER,CO2 emissions (kt),EN.ATM.CO2E.KT,23883.171,30296.754,37135.709,57593.902,..
Philippines,PHL,CO2 emissions (kt),EN.ATM.CO2E.KT,60710.852,73306.997,74832.469,84869.048,..
Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,344213.956,299289.539,302538.501,316264.082,..
Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,51869.715,62731.369,65279.934,48136.709,..
Post-demographic dividend,PST,CO2 emissions (kt),EN.ATM.CO2E.KT,11522429.065,12261234.223,12556600.072,11921270.32,..
Pre-demographic dividend,PRE,CO2 emissions (kt),EN.ATM.CO2E.KT,174581.440278807,215637.77907452,316761.039498138,344893.553684061,..
Puerto Rico,PRI,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Qatar,QAT,CO2 emissions (kt),EN.ATM.CO2E.KT,31789.223,34730.157,50956.632,72507.591,..
Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,126049.458,90681.243,96456.768,79412.552,..
Russian Federation,RUS,CO2 emissions (kt),EN.ATM.CO2E.KT,1631473.969,1557899.281,1615089.813,1670531.186,..
Rwanda,RWA,CO2 emissions (kt),EN.ATM.CO2E.KT,462.042,528.048,528.048,590.387,..
Samoa,WSM,CO2 emissions (kt),EN.ATM.CO2E.KT,117.344,143.013,161.348,187.017,..
San Marino,SMR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Sao Tome and Principe,STP,CO2 emissions (kt),EN.ATM.CO2E.KT,47.671,47.671,77.007,99.009,..
Saudi Arabia,SAU,CO2 emissions (kt),EN.ATM.CO2E.KT,235161.043,296935.325,397642.146,518491.798,..
Senegal,SEN,CO2 emissions (kt),EN.ATM.CO2E.KT,3494.651,3938.358,5812.195,7744.704,..
Serbia,SRB,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,45954.844,..
Seychelles,SYC,CO2 emissions (kt),EN.ATM.CO2E.KT,198.018,572.052,689.396,443.707,..
Sierra Leone,SLE,CO2 emissions (kt),EN.ATM.CO2E.KT,399.703,425.372,546.383,726.066,..
Singapore,SGP,CO2 emissions (kt),EN.ATM.CO2E.KT,42174.167,49005.788,30359.093,55643.058,..
Sint Maarten (Dutch part),SXM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,42115.495,35885.262,39357.911,36240.961,..
Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,14403.976,14396.642,15867.109,15335.394,..
Small states,SST,CO2 emissions (kt),EN.ATM.CO2E.KT,130948.822773798,149709.569958911,191960.632396539,239773.08668122,..
Solomon Islands,SLB,CO2 emissions (kt),EN.ATM.CO2E.KT,143.013,150.347,161.348,198.018,..
Somalia,SOM,CO2 emissions (kt),EN.ATM.CO2E.KT,590.387,480.377,594.054,612.389,..
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,362259.263,378665.421,416915.898,474099.096,..
South Asia,SAS,CO2 emissions (kt),EN.ATM.CO2E.KT,928543.072,1181100.363,1416188.066,1969230.338,..
South Asia (IDA & IBRD),TSA,CO2 emissions (kt),EN.ATM.CO2E.KT,928543.072,1181100.363,1416188.066,1969230.338,..
South Sudan,SSD,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,241611.296,294434.431,353462.13,270910.626,..
Sri Lanka,LKA,CO2 emissions (kt),EN.ATM.CO2E.KT,5903.87,10238.264,12101.1,13263.539,..
St. Kitts and Nevis,KNA,CO2 emissions (kt),EN.ATM.CO2E.KT,128.345,172.349,198.018,220.02,..
St. Lucia,LCA,CO2 emissions (kt),EN.ATM.CO2E.KT,311.695,330.03,366.7,403.37,..
St. Martin (French part),MAF,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
St. Vincent and the Grenadines,VCT,CO2 emissions (kt),EN.ATM.CO2E.KT,128.345,146.68,220.02,220.02,..
Sub-Saharan Africa,SSF,CO2 emissions (kt),EN.ATM.CO2E.KT,500758.628819218,564526.615857096,663129.309701719,746611.911868295,..
Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (kt),EN.ATM.CO2E.KT,500562.634342645,563953.486803128,662438.48074667,746169.792465296,..
Sub-Saharan Africa (IDA & IBRD),TSS,CO2 emissions (kt),EN.ATM.CO2E.KT,500758.628819218,564526.615857095,663129.309701719,746611.911868295,..
Sudan,SDN,CO2 emissions (kt),EN.ATM.CO2E.KT,4297.724,5533.503,10982.665,15940.449,..
Suriname,SUR,CO2 emissions (kt),EN.ATM.CO2E.KT,2064.521,2196.533,1595.145,2401.885,..
Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,55155.347,49350.486,51561.687,52023.729,..
Switzerland,CHE,CO2 emissions (kt),EN.ATM.CO2E.KT,39225.899,39049.883,41338.091,38994.878,..
Syrian Arab Republic,SYR,CO2 emissions (kt),EN.ATM.CO2E.KT,41664.454,51040.973,50626.602,61605.6,..
Tajikistan,TJK,CO2 emissions (kt),EN.ATM.CO2E.KT,2449.556,2236.87,2442.222,2544.898,..
Tanzania,TZA,CO2 emissions (kt),EN.ATM.CO2E.KT,3553.323,2651.241,5504.167,7106.646,..
Thailand,THA,CO2 emissions (kt),EN.ATM.CO2E.KT,161153.649,181270.811,247467.495,281926.294,..
Timor-Leste,TLS,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,176.016,234.688,..
Togo,TGO,CO2 emissions (kt),EN.ATM.CO2E.KT,953.42,1360.457,1338.455,2640.24,..
Tonga,TON,CO2 emissions (kt),EN.ATM.CO2E.KT,95.342,95.342,113.677,117.344,..
Trinidad and Tobago,TTO,CO2 emissions (kt),EN.ATM.CO2E.KT,17022.214,23839.167,38151.468,47935.024,..
Tunisia,TUN,CO2 emissions (kt),EN.ATM.CO2E.KT,15735.097,19922.811,22662.06,27660.181,..
Turkey,TUR,CO2 emissions (kt),EN.ATM.CO2E.KT,171974.966,216151.315,237390.579,298002.422,..
Turkmenistan,TKM,CO2 emissions (kt),EN.ATM.CO2E.KT,34000.424,37539.079,48338.394,57289.541,..
Turks and Caicos Islands,TCA,CO2 emissions (kt),EN.ATM.CO2E.KT,47.671,69.673,121.011,190.684,..
Tuvalu,TUV,CO2 emissions (kt),EN.ATM.CO2E.KT,7.334,7.334,11.001,7.334,..
